Epoch,Loss,Gradient
312,0.784436,14.353
313,0.771614,14.2351
314,0.759001,14.1181
315,0.746595,14.0022
316,0.734391,13.8872
317,0.722387,13.7731
318,0.71058,13.66
319,0.698966,13.5478
320,0.687541,13.4365
321,0.676304,13.3262
322,0.66525,13.2167
323,0.654377,13.1082
324,0.643682,13.0006
325,0.633162,12.8938
326,0.622814,12.788
327,0.612636,12.683
328,0.602623,12.5788
329,0.592775,12.4755
330,0.583087,12.3731
331,0.573558,12.2715
332,0.564185,12.1708
333,0.554965,12.0709
334,0.545896,11.9718
335,0.536975,11.8735
336,0.5282,11.776
337,0.519568,11.6794
338,0.511077,11.5835
339,0.502726,11.4884
340,0.494511,11.3941
341,0.48643,11.3006
342,0.478481,11.2078
343,0.470663,11.1158
344,0.462972,11.0246
345,0.455406,10.9341
346,0.447965,10.8444
347,0.440645,10.7554
348,0.433445,10.6671
349,0.426362,10.5796
350,0.419396,10.4927
351,0.412543,10.4066
352,0.405802,10.3212
353,0.399171,10.2365
354,0.392649,10.1525
355,0.386233,10.0692
356,0.379923,9.98657
357,0.373715,9.90462
358,0.367609,9.82334
359,0.361602,9.74273
360,0.355694,9.66279
361,0.349883,9.5835
362,0.344166,9.50486
363,0.338543,9.42687
364,0.333011,9.34952
365,0.32757,9.27281
366,0.322218,9.19672
367,0.316954,9.12126
368,0.311775,9.04642
369,0.306681,8.9722
370,0.301671,8.89858
371,0.296742,8.82557
372,0.291894,8.75316
373,0.287125,8.68135
374,0.282434,8.61012
375,0.277819,8.53948
376,0.27328,8.46942
377,0.268816,8.39994
378,0.264424,8.33102
379,0.260104,8.26267
380,0.255854,8.19488
381,0.251674,8.12765
382,0.247562,8.06098
383,0.243518,7.99484
384,0.239539,7.92926
385,0.235626,7.86421
386,0.231777,7.79969
387,0.22799,7.73571
388,0.224265,7.67225
389,0.220601,7.60931
390,0.216997,7.54688
391,0.213452,7.48497
392,0.209965,7.42357
393,0.206535,7.36267
394,0.203161,7.30227
395,0.199842,7.24237
396,0.196577,7.18296
397,0.193365,7.12404
398,0.190206,7.0656
399,0.187099,7.00764
400,0.184042,6.95016
401,0.181036,6.89314
402,0.178078,6.8366
403,0.175169,6.78052
404,0.172307,6.7249
405,0.169492,6.66974
406,0.166723,6.61503
407,0.164,6.56077
408,0.161321,6.50695
409,0.158685,6.45357
410,0.156093,6.40064
411,0.153543,6.34814
412,0.151034,6.29606
413,0.148567,6.24442
414,0.14614,6.1932
415,0.143753,6.1424
416,0.141404,6.09202
417,0.139094,6.04205
418,0.136822,5.99249
419,0.134587,5.94334
420,0.132388,5.89459
421,0.130225,5.84624
422,0.128098,5.79828
423,0.126005,5.75072
424,0.123947,5.70356
425,0.121922,5.65677
426,0.11993,5.61037
427,0.117971,5.56436
428,0.116044,5.51872
429,0.114148,5.47345
430,0.112283,5.42856
431,0.110449,5.38403
432,0.108645,5.33987
433,0.10687,5.29607
434,0.105124,5.25263
435,0.103407,5.20955
436,0.101718,5.16682
437,0.100056,5.12444
438,0.0984215,5.08241
439,0.0968136,5.04073
440,0.0952321,4.99938
441,0.0936764,4.95838
442,0.0921461,4.91771
443,0.0906408,4.87737
444,0.0891601,4.83737
445,0.0877036,4.79769
446,0.0862709,4.75834
447,0.0848616,4.71932
448,0.0834753,4.68061
449,0.0821116,4.64222
450,0.0807703,4.60415
451,0.0794508,4.56638
452,0.0781529,4.52893
453,0.0768762,4.49178
454,0.0756204,4.45494
455,0.0743851,4.41841
456,0.0731699,4.38217
457,0.0719746,4.34622
458,0.0707989,4.31058
459,0.0696423,4.27522
460,0.0685047,4.24016
461,0.0673856,4.20538
462,0.0662848,4.17089
463,0.065202,4.13668
464,0.0641369,4.10275
465,0.0630891,4.06911
466,0.0620585,4.03573
467,0.0610448,4.00263
468,0.0600475,3.9698
469,0.0590666,3.93724
470,0.0581017,3.90495
471,0.0571526,3.87293
472,0.056219,3.84116
473,0.0553006,3.80966
474,0.0543972,3.77841
475,0.0535086,3.74742
476,0.0526345,3.71669
477,0.0517747,3.6862
478,0.0509289,3.65597
479,0.050097,3.62599
480,0.0492786,3.59625
481,0.0484736,3.56675
482,0.0476817,3.5375
483,0.0469028,3.50849
484,0.0461366,3.47971
485,0.045383,3.45117
486,0.0446416,3.42287
487,0.0439124,3.39479
488,0.043195,3.36695
489,0.0424894,3.33934
490,0.0417953,3.31195
491,0.0411126,3.28479
492,0.040441,3.25785
493,0.0397803,3.23113
494,0.0391305,3.20463
495,0.0384913,3.17834
496,0.0378625,3.15228
497,0.037244,3.12642
498,0.0366356,3.10078
499,0.0360371,3.07535
500,0.0354485,3.05013
501,0.0348694,3.02511
502,0.0342998,3.0003
503,0.0337395,2.9757
504,0.0331883,2.95129
505,0.0326462,2.92709
506,0.0321129,2.90308
507,0.0315883,2.87927
508,0.0310723,2.85565
509,0.0305647,2.83223
510,0.0300654,2.80901
511,0.0295743,2.78597
512,0.0290912,2.76312
513,0.0286159,2.74046
514,0.0281485,2.71798
515,0.0276887,2.69569
516,0.0272363,2.67358
517,0.0267914,2.65165
518,0.0263538,2.62991
519,0.0259233,2.60834
520,0.0254998,2.58695
521,0.0250832,2.56573
522,0.0246735,2.54469
523,0.0242704,2.52382
524,0.023874,2.50312
525,0.023484,2.48259
526,0.0231004,2.46223
527,0.022723,2.44203
528,0.0223518,2.422
529,0.0219867,2.40214
530,0.0216275,2.38244
531,0.0212742,2.3629
532,0.0209267,2.34352
533,0.0205848,2.3243
534,0.0202486,2.30524
535,0.0199178,2.28633
536,0.0195924,2.26758
537,0.0192724,2.24898
538,0.0189576,2.23054
539,0.0186479,2.21225
540,0.0183433,2.1941
541,0.0180436,2.17611
542,0.0177489,2.15826
543,0.0174589,2.14056
544,0.0171737,2.123
545,0.0168932,2.10559
546,0.0166172,2.08832
547,0.0163458,2.0712
548,0.0160788,2.05421
549,0.0158161,2.03736
550,0.0155577,2.02065
551,0.0153036,2.00408
552,0.0150536,1.98764
553,0.0148077,1.97134
554,0.0145658,1.95517
555,0.0143279,1.93914
556,0.0140938,1.92324
557,0.0138636,1.90746
558,0.0136371,1.89182
559,0.0134144,1.8763
560,0.0131952,1.86092
561,0.0129797,1.84565
562,0.0127676,1.83052
563,0.0125591,1.8155
564,0.0123539,1.80061
565,0.0121521,1.78585
566,0.0119536,1.7712
567,0.0117583,1.75667
568,0.0115663,1.74227
569,0.0113773,1.72798
570,0.0111915,1.71381
571,0.0110086,1.69975
572,0.0108288,1.68581
573,0.0106519,1.67198
574,0.0104779,1.65827
575,0.0103068,1.64467
576,0.0101384,1.63118
577,0.00997277,1.6178
578,0.00980986,1.60454
579,0.00964961,1.59138
580,0.00949198,1.57833
581,0.00933692,1.56538
582,0.0091844,1.55254
583,0.00903437,1.53981
584,0.00888679,1.52718
585,0.00874162,1.51466
586,0.00859882,1.50223
587,0.00845836,1.48991
588,0.00832018,1.47769
589,0.00818427,1.46557
590,0.00805058,1.45356
591,0.00791907,1.44163
592,0.0077897,1.42981
593,0.00766246,1.41808
594,0.00753729,1.40645
595,0.00741416,1.39492
596,0.00729305,1.38348
597,0.00717391,1.37213
598,0.00705672,1.36088
599,0.00694145,1.34972
600,0.00682806,1.33865
601,0.00671652,1.32767
602,0.0066068,1.31678
603,0.00649887,1.30598
604,0.00639271,1.29527
605,0.00628828,1.28465
606,0.00618556,1.27411
607,0.00608452,1.26366
608,0.00598513,1.2533
609,0.00588736,1.24302
610,0.00579118,1.23283
611,0.00569658,1.22271
612,0.00560352,1.21269
613,0.00551199,1.20274
614,0.00542195,1.19288
615,0.00533338,1.18309
616,0.00524625,1.17339
617,0.00516055,1.16377
618,0.00507625,1.15422
619,0.00499333,1.14476
620,0.00491176,1.13537
621,0.00483153,1.12606
622,0.0047526,1.11682
623,0.00467497,1.10766
624,0.0045986,1.09858
625,0.00452348,1.08957
626,0.00444959,1.08063
627,0.0043769,1.07177
628,0.0043054,1.06298
629,0.00423507,1.05426
630,0.00416589,1.04561
631,0.00409784,1.03704
632,0.0040309,1.02853
633,0.00396505,1.0201
634,0.00390028,1.01173
635,0.00383657,1.00343
636,0.00377389,0.995205
637,0.00371225,0.987043
638,0.0036516,0.978948
639,0.00359195,0.97092
640,0.00353328,0.962957
641,0.00347556,0.955059
642,0.00341879,0.947226
643,0.00336294,0.939458
644,0.003308,0.931753
645,0.00325396,0.924111
646,0.00320081,0.916532
647,0.00314852,0.909016
648,0.00309709,0.90156
649,0.0030465,0.894166
650,0.00299673,0.886833
651,0.00294778,0.87956
652,0.00289963,0.872346
653,0.00285226,0.865192
654,0.00280567,0.858096
655,0.00275983,0.851058
656,0.00271475,0.844079
657,0.0026704,0.837156
658,0.00262678,0.83029
659,0.00258387,0.823481
660,0.00254166,0.816727
661,0.00250014,0.810029
662,0.0024593,0.803385
663,0.00241913,0.796797
664,0.00237961,0.790262
665,0.00234074,0.783781
666,0.0023025,0.777352
667,0.00226489,0.770977
668,0.00222789,0.764654
669,0.0021915,0.758383
670,0.0021557,0.752163
671,0.00212049,0.745994
672,0.00208585,0.739876
673,0.00205177,0.733808
674,0.00201826,0.72779
675,0.00198529,0.721821
676,0.00195286,0.715901
677,0.00192096,0.71003
678,0.00188958,0.704207
679,0.00185871,0.698431
680,0.00182835,0.692703
681,0.00179848,0.687022
682,0.0017691,0.681387
683,0.0017402,0.675799
684,0.00171177,0.670257
685,0.00168381,0.66476
686,0.00165631,0.659308
687,0.00162925,0.6539
688,0.00160264,0.648538
689,0.00157646,0.643219
690,0.0015507,0.637943
691,0.00152537,0.632711
692,0.00150045,0.627522
693,0.00147594,0.622376
694,0.00145183,0.617272
695,0.00142812,0.612209
696,0.00140479,0.607188
697,0.00138184,0.602208
698,0.00135927,0.597269
699,0.00133706,0.592371
700,0.00131522,0.587513
701,0.00129374,0.582694
702,0.0012726,0.577915
703,0.00125181,0.573176
704,0.00123137,0.568475
705,0.00121125,0.563813
706,0.00119146,0.559189
707,0.001172,0.554603
708,0.00115286,0.550054
709,0.00113402,0.545543
710,0.0011155,0.541069
711,0.00109728,0.536631
712,0.00107935,0.53223
713,0.00106172,0.527865
714,0.00104438,0.523536
715,0.00102732,0.519242
716,0.00101053,0.514984
717,0.000994027,0.51076
718,0.000977789,0.506571
719,0.000961816,0.502417
720,0.000946105,0.498296
721,0.00093065,0.494209
722,0.000915447,0.490156
723,0.000900493,0.486136
724,0.000885783,0.482149
725,0.000871313,0.478195
726,0.00085708,0.474273
727,0.000843079,0.470383
728,0.000829307,0.466526
729,0.00081576,0.4627
730,0.000802434,0.458905
731,0.000789326,0.455141
732,0.000776432,0.451408
733,0.000763749,0.447706
734,0.000751273,0.444034
735,0.000739,0.440393
736,0.000726928,0.436781
737,0.000715054,0.433199
738,0.000703373,0.429646
739,0.000691883,0.426122
740,0.000680581,0.422627
741,0.000669463,0.419161
742,0.000658527,0.415724
743,0.00064777,0.412314
744,0.000637188,0.408933
745,0.000626779,0.405579
746,0.000616541,0.402252
747,0.000606469,0.398953
748,0.000596562,0.395681
749,0.000586817,0.392436
750,0.000577231,0.389218
751,0.000567802,0.386026
752,0.000558527,0.38286
753,0.000549403,0.37972
754,0.000540428,0.376606
755,0.0005316,0.373517
756,0.000522916,0.370454
757,0.000514374,0.367415
758,0.000505971,0.364402
759,0.000497706,0.361413
760,0.000489576,0.358449
761,0.000481578,0.35551
762,0.000473712,0.352594
763,0.000465973,0.349702
764,0.000458361,0.346834
765,0.000450874,0.34399
766,0.000443509,0.341168
767,0.000436264,0.33837
768,0.000429137,0.335595
769,0.000422127,0.332843
770,0.000415231,0.330113
771,0.000408448,0.327406
772,0.000401776,0.324721
773,0.000395213,0.322058
774,0.000388757,0.319416
775,0.000382407,0.316797
776,0.00037616,0.314198
777,0.000370015,0.311622
778,0.000363971,0.309066
779,0.000358025,0.306531
780,0.000352177,0.304017
781,0.000346424,0.301524
782,0.000340765,0.299051
783,0.000335198,0.296598
784,0.000329722,0.294166
785,0.000324336,0.291753
786,0.000319038,0.28936
787,0.000313826,0.286987
788,0.0003087,0.284634
789,0.000303657,0.282299
790,0.000298697,0.279984
791,0.000293817,0.277688
792,0.000289018,0.27541
793,0.000284297,0.273152
794,0.000279652,0.270911
795,0.000275084,0.268689
796,0.000270591,0.266486
797,0.00026617,0.2643
798,0.000261822,0.262133
799,0.000257545,0.259983
800,0.000253338,0.257851
801,0.0002492,0.255736
802,0.000245129,0.253639
803,0.000241125,0.251558
804,0.000237186,0.249495
805,0.000233311,0.247449
806,0.0002295,0.24542
807,0.000225751,0.243407
808,0.000222063,0.241411
809,0.000218436,0.239431
810,0.000214868,0.237467
811,0.000211358,0.235519
812,0.000207905,0.233588
813,0.000204509,0.231672
814,0.000201168,0.229772
815,0.000197882,0.227888
816,0.000194649,0.226019
817,0.00019147,0.224165
818,0.000188342,0.222327
819,0.000185265,0.220503
820,0.000182239,0.218695
821,0.000179262,0.216901
822,0.000176334,0.215122
823,0.000173453,0.213358
824,0.00017062,0.211608
825,0.000167833,0.209873
826,0.000165091,0.208151
827,0.000162394,0.206444
828,0.000159741,0.204751
829,0.000157132,0.203072
830,0.000154565,0.201407
831,0.00015204,0.199755
832,0.000149557,0.198116
833,0.000147113,0.196492
834,0.00014471,0.19488
835,0.000142346,0.193282
836,0.000140021,0.191697
837,0.000137734,0.190125
838,0.000135484,0.188565
839,0.000133271,0.187019
840,0.000131094,0.185485
841,0.000128952,0.183964
842,0.000126846,0.182455
843,0.000124774,0.180959
844,0.000122735,0.179474
845,0.00012073,0.178003
846,0.000118758,0.176543
847,0.000116818,0.175095
848,0.00011491,0.173659
849,0.000113033,0.172235
850,0.000111186,0.170822
851,0.00010937,0.169421
852,0.000107584,0.168032
853,0.000105826,0.166653
854,0.000104097,0.165287
855,0.000102397,0.163931
856,0.000100724,0.162587
857,9.90788e-05,0.161253
858,9.74603e-05,0.159931
859,9.58683e-05,0.158619
860,9.43022e-05,0.157318
861,9.27618e-05,0.156028
862,9.12465e-05,0.154748
863,8.97559e-05,0.153479
864,8.82897e-05,0.15222
865,8.68474e-05,0.150972
866,8.54288e-05,0.149734
867,8.40332e-05,0.148506
868,8.26605e-05,0.147288
869,8.13102e-05,0.14608
870,7.9982e-05,0.144882
871,7.86754e-05,0.143694
872,7.73902e-05,0.142515
873,7.6126e-05,0.141346
874,7.48825e-05,0.140187
875,7.36592e-05,0.139037
876,7.2456e-05,0.137897
877,7.12724e-05,0.136766
878,7.01081e-05,0.135644
879,6.89629e-05,0.134532
880,6.78363e-05,0.133429
881,6.67282e-05,0.132334
882,6.56382e-05,0.131249
883,6.45659e-05,0.130173
884,6.35112e-05,0.129105
885,6.24737e-05,0.128046
886,6.14532e-05,0.126996
887,6.04493e-05,0.125954
888,5.94619e-05,0.124921
889,5.84905e-05,0.123897
890,5.75351e-05,0.122881
891,5.65952e-05,0.121873
892,5.56707e-05,0.120874
893,5.47613e-05,0.119882
894,5.38667e-05,0.118899
895,5.29868e-05,0.117924
896,5.21212e-05,0.116957
897,5.12698e-05,0.115998
898,5.04323e-05,0.115046
899,4.96085e-05,0.114103
900,4.87981e-05,0.113167
901,4.80009e-05,0.112239
902,4.72168e-05,0.111318
903,4.64455e-05,0.110405
904,4.56868e-05,0.1095
905,4.49405e-05,0.108602
906,4.42064e-05,0.107711
907,4.34842e-05,0.106828
908,4.27739e-05,0.105952
909,4.20752e-05,0.105083
910,4.13879e-05,0.104221
911,4.07118e-05,0.103366
912,4.00467e-05,0.102518
913,3.93925e-05,0.101677
914,3.8749e-05,0.100844
915,3.81161e-05,0.100017
916,3.74934e-05,0.0991963
917,3.68809e-05,0.0983827
918,3.62785e-05,0.0975759
919,3.56859e-05,0.0967756
920,3.51029e-05,0.0959819
921,3.45295e-05,0.0951947
922,3.39654e-05,0.094414
923,3.34106e-05,0.0936397
924,3.28648e-05,0.0928717
925,3.2328e-05,0.09211
926,3.17999e-05,0.0913546
927,3.12804e-05,0.0906054
928,3.07694e-05,0.0898623
929,3.02668e-05,0.0891253
930,2.97724e-05,0.0883943
931,2.9286e-05,0.0876694
932,2.88076e-05,0.0869504
933,2.8337e-05,0.0862373
934,2.78741e-05,0.08553
935,2.74188e-05,0.0848285
936,2.69709e-05,0.0841328
937,2.65303e-05,0.0834428
938,2.60969e-05,0.0827585
939,2.56706e-05,0.0820798
940,2.52513e-05,0.0814066
941,2.48388e-05,0.080739
942,2.4433e-05,0.0800768
943,2.40339e-05,0.07942
944,2.36413e-05,0.0787687
945,2.32551e-05,0.0781227
946,2.28752e-05,0.077482
947,2.25016e-05,0.0768465
948,2.2134e-05,0.0762163
949,2.17724e-05,0.0755912
950,2.14168e-05,0.0749712
951,2.10669e-05,0.0743564
952,2.07228e-05,0.0737465
953,2.03843e-05,0.0731417
954,2.00513e-05,0.0725419
955,1.97237e-05,0.0719469
956,1.94015e-05,0.0713569
957,1.90846e-05,0.0707716
958,1.87728e-05,0.0701912
959,1.84662e-05,0.0696156
960,1.81645e-05,0.0690446
961,1.78678e-05,0.0684784
962,1.75759e-05,0.0679167
963,1.72888e-05,0.0673597
964,1.70064e-05,0.0668073
965,1.67286e-05,0.0662594
966,1.64553e-05,0.065716
967,1.61865e-05,0.065177
968,1.59221e-05,0.0646425
969,1.5662e-05,0.0641123
970,1.54061e-05,0.0635865
971,1.51545e-05,0.063065
972,1.49069e-05,0.0625478
973,1.46634e-05,0.0620348
974,1.44239e-05,0.061526
975,1.41883e-05,0.0610214
976,1.39565e-05,0.060521
977,1.37285e-05,0.0600246
978,1.35042e-05,0.0595323
979,1.32836e-05,0.0590441
980,1.30667e-05,0.0585599
981,1.28532e-05,0.0580796
982,1.26432e-05,0.0576033
983,1.24367e-05,0.0571308
984,1.22335e-05,0.0566623
985,1.20337e-05,0.0561976
986,1.18371e-05,0.0557367
987,1.16438e-05,0.0552796
988,1.14536e-05,0.0548262
989,1.12665e-05,0.0543765
990,1.10824e-05,0.0539306
991,1.09014e-05,0.0534883
992,1.07233e-05,0.0530496
993,1.05481e-05,0.0526145
994,1.03758e-05,0.052183
995,1.02063e-05,0.051755
996,1.00396e-05,0.0513306
997,9.8756e-06,0.0509096
998,9.71428e-06,0.0504921
999,9.55559e-06,0.050078
1000,9.3995e-06,0.0496673
